[Client] Play Start !! 
[Client] Summon entity {name:player, position(1, 1)}
[Client] Entity(blue_orb) move {position (11,19) -> (11, 20)}
[Client] Entity(blue_orb) move {position (11,20) -> (12, 20)}
[Client] Entity(blue_orb) move {position (20,21) -> (20, 22)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(18, 18)
[Client] Entity(blue_orb) move {position (12,20) -> (13, 20)}
[Client] Entity(blue_orb) move {position (13,20) -> (13, 21)}
[Client] Entity(blue_orb) move {position (20,22) -> (21, 22)}
[Client] Entity(blue_orb) move {position (13,21) -> (12, 21)}
[Client] Entity(blue_orb) move {position (12,21) -> (13, 21)}
[Client] Entity(blue_orb) move {position (21,22) -> (20, 22)}
[Client] Entity(blue_orb) move {position (13,21) -> (13, 20)}
[Client] Entity(blue_orb) move {position (13,20) -> (12, 20)}
[Client] Entity(blue_orb) move {position (20,22) -> (20, 21)}
[Client] Entity(blue_orb) move {position (12,20) -> (11, 20)}
[Client] Entity(blue_orb) move {position (11,20) -> (11, 21)}
[Client] Entity(blue_orb) move {position (20,21) -> (19, 21)}
[Client] Entity(blue_orb) move {position (11,21) -> (11, 20)}
[Client] Entity(blue_orb) move {position (11,20) -> (10, 20)}
[Client] Entity(blue_orb) move {position (19,21) -> (18, 21)}
[Client] Entity(blue_orb) move {position (10,20) -> (10, 21)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(15, 15)
[Client] Entity(blue_orb) move {position (10,21) -> (10, 22)}
[Client] Entity(blue_orb) move {position (18,21) -> (18, 22)}
[Client] Entity(blue_orb) move {position (10,22) -> (11, 22)}
[Client] Entity(blue_orb) move {position (11,22) -> (12, 22)}
[Client] Entity(blue_orb) move {position (18,22) -> (19, 22)}
[Client] Entity(blue_orb) move {position (12,22) -> (13, 22)}
[Client] Entity(blue_orb) move {position (13,22) -> (14, 22)}
[Client] Entity(dark_green_slime) attack. {attackPoint:10, position(11, 10)
[Client] Entity(blue_orb) move {position (19,22) -> (19, 23)}
[Client] Entity(blue_orb) move {position (14,22) -> (15, 22)}
[Client] Entity(blue_orb) move {position (15,22) -> (16, 22)}
[Client] Entity(blue_orb) move {position (19,23) -> (20, 23)}
[Client] Entity(dark_yellow_slime) move {position (18,18) -> (17, 18)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(17, 18)
[Client] Entity(dark_yellow_slime) move {position (2,2) -> (3, 2)}
[Client] Entity(blue_orb) move {position (16,22) -> (16, 23)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(3, 2)
[Client] Entity(blue_orb) move {position (16,23) -> (17, 23)}
[Client] Entity(blue_orb) move {position (20,23) -> (21, 23)}
[Client] Entity(blue_orb) move {position (17,23) -> (16, 23)}
[Client] Entity(blue_orb) move {position (16,23) -> (16, 22)}
[Client] Entity(blue_orb) move {position (21,23) -> (22, 23)}
[Client] Entity(blue_orb) move {position (16,22) -> (15, 22)}
[Client] Entity(blue_orb) move {position (15,22) -> (14, 22)}
[Client] Entity(blue_orb) move {position (22,23) -> (23, 23)}
[Client] Entity(blue_orb) move {position (14,22) -> (13, 22)}
[Client] Entity(blue_orb) move {position (13,22) -> (13, 23)}
[Client] Entity(blue_orb) move {position (23,23) -> (22, 23)}
[Client] Entity(blue_orb) move {position (13,23) -> (14, 23)}
[Client] Entity(blue_orb) move {position (14,23) -> (15, 23)}
[Client] Entity(blue_orb) move {position (22,23) -> (21, 23)}
[Client] Entity(blue_orb) move {position (15,23) -> (14, 23)}
[Client] Entity(dark_yellow_slime) move {position (15,15) -> (16, 15)}
[Client] Entity(blue_orb) move {position (14,23) -> (13, 23)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(16, 15)
[Client] Entity(blue_orb) move {position (21,23) -> (20, 23)}
[Client] Entity(blue_orb) move {position (13,23) -> (12, 23)}
[Client] Entity(blue_orb) move {position (12,23) -> (11, 23)}
[Client] Entity(blue_orb) move {position (20,23) -> (19, 23)}
[Server] send message[Server,0,7,0,0,summon,entity,16,21]
[Client] Entity(blue_orb) move {position (11,23) -> (10, 23)}
[Client] Entity(dark_green_slime) move {position (11,10) -> (10, 10)}
[Client] Entity(dark_green_slime) attack. {attackPoint:10, position(10, 10)
[Client] Entity(blue_orb) move {position (10,23) -> (11, 23)}
[Client] Entity(blue_orb) move {position (19,23) -> (18, 23)}
[Client] Entity(blue_orb) move {position (11,23) -> (12, 23)}
[Client] Entity(blue_orb) move {position (12,23) -> (13, 23)}
[Client] Entity(blue_orb) move {position (18,23) -> (19, 23)}
[Client] Entity(blue_orb) move {position (13,23) -> (13, 22)}
[Client] Entity(blue_orb) move {position (13,22) -> (12, 22)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(17, 18)
[Client] Entity(blue_orb) move {position (19,23) -> (19, 22)}
[Client] Entity(blue_orb) move {position (12,22) -> (11, 22)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(3, 2)
[Client] Entity(blue_orb) move {position (11,22) -> (10, 22)}
[Client] Entity(blue_orb) move {position (19,22) -> (18, 22)}
[Client] Entity(druid) dead.
[Client] Entity(blue_orb) move {position (10,22) -> (10, 21)}
[Client] Entity(blue_orb) move {position (10,21) -> (9, 21)}
[Client] Entity(blue_orb) move {position (18,22) -> (17, 22)}
[Client] Entity(blue_orb) move {position (9,21) -> (9, 22)}
[Client] Entity(blue_orb) move {position (9,22) -> (9, 21)}
[Client] Entity(blue_orb) move {position (17,22) -> (18, 22)}
[Client] Entity(blue_orb) move {position (9,21) -> (10, 21)}
[Server] send message[Server,0,2,0,0,summon,entity,19,3]
[Client] Entity(blue_orb) move {position (10,21) -> (10, 20)}
[Client] Entity(blue_orb) move {position (18,22) -> (18, 21)}
[Client] Entity(blue_orb) move {position (10,20) -> (9, 20)}
[Client] Entity(blue_orb) move {position (19,19) -> (19, 18)}
[Client] Entity(blue_orb) move {position (9,20) -> (8, 20)}
[Client] Entity(blue_orb) move {position (18,21) -> (17, 21)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(16, 15)
[Client] Entity(blue_orb) move {position (8,20) -> (9, 20)}
[Client] Entity(blue_orb) move {position (19,18) -> (18, 18)}
[Client] Entity(blue_orb) move {position (9,20) -> (10, 20)}
[Client] Entity(dark_green_slime) attack. {attackPoint:10, position(10, 10)
[Client] Entity(blue_orb) move {position (17,21) -> (16, 21)}
[Client] Entity(blue_orb) move {position (10,20) -> (11, 20)}
[Client] Entity(blue_orb) move {position (18,18) -> (18, 19)}
[Client] Entity(blue_orb) move {position (11,20) -> (11, 19)}
[Client] Entity(blue_orb) move {position (16,21) -> (15, 21)}
[Client] Entity(blue_orb) move {position (11,19) -> (10, 19)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(17, 18)
[Client] Entity(blue_orb) move {position (18,19) -> (18, 20)}
[Client] Entity(blue_orb) move {position (10,19) -> (11, 19)}
[Client] Entity(blue_orb) move {position (15,21) -> (14, 21)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(3, 2)
[Client] Entity(blue_orb) move {position (11,19) -> (11, 18)}
[Client] Entity(blue_orb) move {position (18,20) -> (19, 20)}
[Client] Entity(blue_orb) move {position (11,18) -> (10, 18)}
[Client] Entity(blue_orb) move {position (14,21) -> (15, 21)}
[Client] Entity(blue_orb) move {position (10,18) -> (9, 18)}
[Client] Entity(blue_orb) move {position (19,20) -> (18, 20)}
[Client] Entity(blue_orb) move {position (9,18) -> (8, 18)}
[Client] Entity(blue_orb) move {position (15,21) -> (16, 21)}
[Client] Entity(blue_orb) move {position (8,18) -> (8, 19)}
[Client] Entity(blue_orb) move {position (18,20) -> (18, 19)}
[Client] Entity(blue_orb) move {position (8,19) -> (9, 19)}
[Client] Entity(blue_orb) move {position (16,21) -> (16, 20)}
[Client] Entity(blue_orb) move {position (9,19) -> (8, 19)}
[Client] Entity(blue_orb) move {position (18,19) -> (18, 18)}
[Client] Entity(blue_orb) move {position (8,19) -> (8, 18)}
[Client] Entity(blue_orb) move {position (16,20) -> (15, 20)}
[Client] Entity(blue_orb) move {position (8,18) -> (7, 18)}
[Client] Entity(blue_orb) move {position (18,18) -> (17, 18)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(16, 15)
[Client] Entity(blue_orb) move {position (7,18) -> (6, 18)}
[Client] Entity(blue_orb) move {position (15,20) -> (15, 19)}
[Client] Entity(blue_orb) move {position (6,18) -> (6, 19)}
[Client] Entity(blue_orb) move {position (17,18) -> (17, 19)}
[Client] Entity(blue_orb) move {position (6,19) -> (7, 19)}
[Client] Entity(blue_orb) move {position (15,19) -> (14, 19)}
[Client] Entity(blue_orb) move {position (7,19) -> (6, 19)}
[Client] Entity(blue_orb) move {position (17,19) -> (17, 18)}
[Client] Entity(blue_orb) move {position (6,19) -> (6, 20)}
[Client] Entity(blue_orb) move {position (14,19) -> (14, 20)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(17, 18)
[Client] Entity(blue_orb) move {position (6,20) -> (7, 20)}
[Client] Entity(blue_orb) move {position (17,18) -> (16, 18)}
[Client] Entity(dark_green_slime) attack. {attackPoint:10, position(10, 10)
[Client] Entity(blue_orb) move {position (7,20) -> (6, 20)}
[Client] Entity(blue_orb) move {position (14,20) -> (14, 19)}
[Client] Entity(blue_orb) move {position (6,20) -> (6, 21)}
[Client] Entity(blue_orb) move {position (16,18) -> (15, 18)}
[Client] Entity(blue_orb) move {position (6,21) -> (7, 21)}
[Client] Entity(blue_orb) move {position (14,19) -> (14, 18)}
[Client] Entity(blue_orb) move {position (7,21) -> (8, 21)}
[Client] Entity(dark_yellow_slime) move {position (3,2) -> (4, 2)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(4, 2)
[Client] Entity(blue_orb) move {position (15,18) -> (16, 18)}
[Client] Entity(blue_orb) move {position (8,21) -> (8, 22)}
[Client] Entity(blue_orb) move {position (14,18) -> (14, 17)}
[Client] Entity(blue_orb) move {position (8,22) -> (8, 23)}
[Client] Entity(blue_orb) move {position (16,18) -> (16, 17)}
[Client] Entity(blue_orb) move {position (8,23) -> (9, 23)}
[Client] Entity(blue_orb) move {position (14,17) -> (14, 16)}
[Client] Entity(blue_orb) move {position (9,23) -> (8, 23)}
[Client] Entity(blue_orb) move {position (16,17) -> (15, 17)}
[Client] Entity(blue_orb) move {position (8,23) -> (8, 22)}
[Client] Entity(blue_orb) move {position (14,16) -> (13, 16)}
[Client] Entity(blue_orb) move {position (8,22) -> (7, 22)}
[Client] Entity(blue_orb) move {position (15,17) -> (15, 16)}
[Client] Entity(blue_orb) move {position (7,22) -> (7, 23)}
[Client] Entity(blue_orb) move {position (13,16) -> (13, 17)}
[Client] Entity(blue_orb) move {position (7,23) -> (7, 22)}
[Client] Entity(blue_orb) move {position (15,16) -> (14, 16)}
[Client] Entity(blue_orb) move {position (7,22) -> (6, 22)}
[Client] Entity(blue_orb) move {position (13,17) -> (13, 18)}
[Client] Entity(blue_orb) move {position (6,22) -> (7, 22)}
[Client] Entity(blue_orb) move {position (14,16) -> (14, 17)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(16, 15)
[Client] Entity(blue_orb) move {position (7,22) -> (8, 22)}
[Client] Entity(blue_orb) move {position (13,18) -> (13, 17)}
[Client] Entity(blue_orb) move {position (8,22) -> (8, 21)}
[Client] Entity(blue_orb) move {position (14,17) -> (14, 18)}
[Client] Entity(dark_yellow_slime) move {position (17,18) -> (16, 18)}
[Client] Entity(blue_orb) move {position (8,21) -> (7, 21)}
[Client] Entity(blue_orb) move {position (13,17) -> (13, 16)}
[Client] Entity(blue_orb) move {position (7,21) -> (6, 21)}
[Client] Entity(blue_orb) move {position (14,18) -> (14, 19)}
[Client] Entity(blue_orb) move {position (6,21) -> (6, 20)}
[Client] Entity(blue_orb) move {position (13,16) -> (14, 16)}
[Client] Entity(dark_green_slime) attack. {attackPoint:10, position(10, 10)
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(4, 2)
[Client] Entity(blue_orb) move {position (6,20) -> (6, 19)}
[Client] Entity(blue_orb) move {position (14,19) -> (15, 19)}
[Client] Entity(blue_orb) move {position (6,19) -> (5, 19)}
[Client] Entity(dark_yellow_slime) move {position (16,18) -> (16, 17)}
[Client] Entity(blue_orb) move {position (14,16) -> (15, 16)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(16, 17)
[Client] Entity(blue_orb) move {position (5,19) -> (5, 20)}
[Client] Entity(blue_orb) move {position (15,19) -> (16, 19)}
[Client] Entity(blue_orb) move {position (5,20) -> (5, 21)}
[Client] Entity(blue_orb) move {position (15,16) -> (15, 15)}
[Client] Entity(blue_orb) move {position (5,21) -> (4, 21)}
[Client] Entity(blue_orb) move {position (16,19) -> (15, 19)}
[Client] Entity(blue_orb) move {position (4,21) -> (5, 21)}
[Client] Entity(blue_orb) move {position (15,15) -> (16, 15)}
[Client] Entity(blue_orb) move {position (5,21) -> (5, 20)}
[Client] Entity(blue_orb) move {position (15,19) -> (15, 20)}
[Client] Entity(blue_orb) move {position (5,20) -> (4, 20)}
[Client] Entity(blue_orb) move {position (16,15) -> (16, 14)}
[Client] Entity(blue_orb) move {position (4,20) -> (5, 20)}
[Client] Entity(blue_orb) move {position (15,20) -> (16, 20)}
[Client] Entity(blue_orb) move {position (5,20) -> (5, 19)}
[Client] Entity(blue_orb) move {position (16,14) -> (16, 13)}
[Client] Entity(blue_orb) move {position (5,19) -> (6, 19)}
[Client] Entity(blue_orb) move {position (16,20) -> (17, 20)}
[Client] Entity(blue_orb) move {position (6,19) -> (6, 18)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(16, 15)
[Client] Entity(blue_orb) move {position (16,13) -> (15, 13)}
[Client] Entity(blue_orb) move {position (6,18) -> (5, 18)}
[Client] Entity(blue_orb) move {position (17,20) -> (16, 20)}
[Client] Entity(blue_orb) move {position (5,18) -> (4, 18)}
[Client] Entity(blue_orb) move {position (15,13) -> (15, 14)}
[Client] Entity(blue_orb) move {position (4,18) -> (4, 19)}
[Client] Entity(blue_orb) move {position (16,20) -> (16, 21)}
[Server] send message[Server,0,7,0,0,summon,entity,12,16]
[Client] Entity(blue_orb) move {position (4,19) -> (3, 19)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(4, 2)
[Client] Entity(blue_orb) move {position (15,14) -> (14, 14)}
[Client] Entity(blue_orb) move {position (3,19) -> (3, 20)}
[Client] Entity(blue_orb) move {position (16,21) -> (17, 21)}
[Client] Entity(dark_green_slime) move {position (10,10) -> (11, 10)}
[Client] Entity(blue_orb) move {position (3,20) -> (2, 20)}
[Client] Entity(dark_green_slime) attack. {attackPoint:10, position(11, 10)
[Client] Entity(blue_orb) move {position (14,14) -> (13, 14)}
[Client] Entity(blue_orb) move {position (2,20) -> (2, 21)}
[Client] Entity(blue_orb) move {position (17,21) -> (18, 21)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(16, 17)
[Client] Entity(blue_orb) move {position (2,21) -> (3, 21)}
[Client] Entity(blue_orb) move {position (13,14) -> (13, 15)}
[Client] Entity(blue_orb) move {position (3,21) -> (2, 21)}
[Client] Entity(blue_orb) move {position (18,21) -> (19, 21)}
[Client] Entity(blue_orb) move {position (2,21) -> (2, 22)}
[Client] Entity(blue_orb) move {position (13,15) -> (14, 15)}
[Client] Entity(blue_orb) move {position (2,22) -> (3, 22)}
[Client] Entity(blue_orb) move {position (19,21) -> (20, 21)}
[Client] Entity(blue_orb) move {position (3,22) -> (4, 22)}
[Client] Entity(blue_orb) move {position (14,15) -> (13, 15)}
[Client] Entity(blue_orb) move {position (4,22) -> (5, 22)}
[Client] Entity(blue_orb) move {position (20,21) -> (21, 21)}
[Client] Entity(blue_orb) move {position (5,22) -> (5, 23)}
[Client] Entity(blue_orb) move {position (13,15) -> (12, 15)}
[Client] Entity(blue_orb) move {position (5,23) -> (6, 23)}
[Client] Entity(blue_orb) move {position (21,21) -> (20, 21)}
[Client] Entity(blue_orb) move {position (6,23) -> (5, 23)}
[Client] Entity(blue_orb) move {position (12,15) -> (12, 16)}
[Client] Entity(blue_orb) move {position (5,23) -> (5, 22)}
[Client] Entity(blue_orb) move {position (20,21) -> (20, 22)}
[Client] Entity(blue_orb) move {position (5,22) -> (4, 22)}
[Client] Entity(blue_orb) move {position (12,16) -> (12, 17)}
[Client] Entity(blue_orb) move {position (4,22) -> (3, 22)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(4, 2)
[Client] Entity(blue_orb) move {position (20,22) -> (21, 22)}
[Client] Entity(blue_orb) move {position (3,22) -> (2, 22)}
[Client] Entity(blue_orb) move {position (12,17) -> (12, 18)}
[Client] Entity(dark_yellow_slime) move {position (16,15) -> (16, 16)}
[Client] Entity(blue_orb) move {position (2,22) -> (2, 23)}
[Client] Entity(dark_green_slime) attack. {attackPoint:10, position(11, 10)
[Client] Entity(blue_orb) move {position (21,22) -> (20, 22)}
[Client] Entity(blue_orb) move {position (2,23) -> (3, 23)}
[Client] Entity(blue_orb) move {position (12,18) -> (12, 17)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(16, 16)
[Client] Entity(blue_orb) move {position (3,23) -> (4, 23)}
[Client] Entity(blue_orb) move {position (20,22) -> (20, 21)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(16, 17)
[Client] Entity(blue_orb) move {position (4,23) -> (3, 23)}
[Client] Entity(blue_orb) move {position (12,17) -> (12, 16)}
[Client] Entity(blue_orb) move {position (3,23) -> (2, 23)}
[Client] Entity(blue_orb) move {position (20,21) -> (19, 21)}
[Client] Entity(blue_orb) move {position (2,23) -> (2, 22)}
[Client] Entity(blue_orb) move {position (12,16) -> (11, 16)}
[Client] Entity(blue_orb) move {position (2,22) -> (1, 22)}
[Client] Entity(blue_orb) move {position (19,21) -> (18, 21)}
[Client] Entity(blue_orb) move {position (1,22) -> (1, 23)}
[Client] Entity(blue_orb) move {position (11,16) -> (12, 16)}
[Client] Entity(blue_orb) move {position (1,23) -> (1, 22)}
[Client] Entity(blue_orb) move {position (18,21) -> (18, 22)}
[Client] Entity(blue_orb) move {position (1,22) -> (2, 22)}
[Client] Entity(blue_orb) move {position (12,16) -> (12, 15)}
[Client] Entity(blue_orb) move {position (2,22) -> (2, 21)}
[Client] Entity(blue_orb) move {position (18,22) -> (19, 22)}
[Client] Entity(blue_orb) move {position (2,21) -> (1, 21)}
[Client] Entity(blue_orb) move {position (12,15) -> (11, 15)}
[Client] Entity(blue_orb) move {position (1,21) -> (2, 21)}
[Client] Entity(blue_orb) move {position (19,22) -> (19, 23)}
[Client] Entity(blue_orb) move {position (2,21) -> (2, 20)}
[Client] Entity(blue_orb) move {position (11,15) -> (12, 15)}
[Client] Entity(blue_orb) move {position (2,20) -> (3, 20)}
[Client] Entity(blue_orb) move {position (19,23) -> (20, 23)}
[Client] Entity(blue_orb) move {position (3,20) -> (3, 19)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(4, 2)
[Client] Entity(blue_orb) move {position (12,15) -> (13, 15)}
[Client] Entity(blue_orb) move {position (3,19) -> (4, 19)}
[Client] Entity(blue_orb) move {position (20,23) -> (21, 23)}
[Client] Entity(dark_green_slime) attack. {attackPoint:10, position(11, 10)
[Client] Entity(blue_orb) move {position (4,19) -> (4, 18)}
[Client] Entity(blue_orb) move {position (13,15) -> (13, 14)}
[Client] Entity(blue_orb) move {position (4,18) -> (5, 18)}
[Client] Entity(blue_orb) move {position (21,23) -> (22, 23)}
[Client] Entity(blue_orb) move {position (5,18) -> (5, 17)}
[Client] Entity(blue_orb) move {position (13,14) -> (14, 14)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(16, 16)
[Client] Entity(blue_orb) move {position (5,17) -> (4, 17)}
[Client] Entity(blue_orb) move {position (22,23) -> (23, 23)}
[Client] Entity(blue_orb) move {position (4,17) -> (3, 17)}
[Client] Entity(blue_orb) move {position (14,14) -> (15, 14)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(16, 17)
[Client] Entity(blue_orb) move {position (3,17) -> (3, 18)}
[Client] Entity(blue_orb) move {position (23,23) -> (22, 23)}
[Client] Entity(blue_orb) move {position (3,18) -> (3, 17)}
[Client] Entity(blue_orb) move {position (15,14) -> (15, 13)}
[Client] Entity(blue_orb) move {position (3,17) -> (2, 17)}
[Client] Entity(blue_orb) move {position (22,23) -> (21, 23)}
[Client] Entity(blue_orb) move {position (2,17) -> (2, 18)}
[Client] Entity(blue_orb) move {position (15,13) -> (14, 13)}
[Client] Entity(blue_orb) move {position (2,18) -> (2, 19)}
[Client] Entity(blue_orb) move {position (21,23) -> (20, 23)}
[Client] Entity(blue_orb) move {position (2,19) -> (1, 19)}
[Client] Entity(blue_orb) move {position (14,13) -> (14, 12)}
[Client] Entity(blue_orb) move {position (1,19) -> (1, 20)}
[Client] Entity(blue_orb) move {position (20,23) -> (19, 23)}
[Client] Entity(blue_orb) move {position (1,20) -> (1, 19)}
[Client] Entity(blue_orb) move {position (14,12) -> (13, 12)}
[Client] Entity(blue_orb) move {position (1,19) -> (2, 19)}
[Client] Entity(blue_orb) move {position (19,23) -> (18, 23)}
[Client] Entity(blue_orb) move {position (2,19) -> (2, 18)}
[Client] Entity(blue_orb) move {position (13,12) -> (13, 13)}
[Client] Entity(blue_orb) move {position (2,18) -> (1, 18)}
[Client] Entity(blue_orb) move {position (18,23) -> (19, 23)}
[Client] Entity(blue_orb) move {position (1,18) -> (2, 18)}
[Client] Entity(dark_yellow_slime) move {position (4,2) -> (3, 2)}
[Client] Entity(blue_orb) move {position (13,13) -> (12, 13)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(3, 2)
[Client] Entity(dark_green_slime) move {position (11,10) -> (11, 9)}
[Client] Entity(blue_orb) move {position (2,18) -> (2, 17)}
[Client] Entity(blue_orb) move {position (19,23) -> (19, 22)}
[Client] Entity(dark_green_slime) attack. {attackPoint:10, position(11, 9)
[Client] Entity(blue_orb) move {position (2,17) -> (1, 17)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(16, 16)
[Client] Entity(blue_orb) move {position (12,13) -> (13, 13)}
[Client] Entity(blue_orb) move {position (1,17) -> (1, 16)}
[Client] Entity(blue_orb) move {position (19,22) -> (18, 22)}
[Client] Entity(blue_orb) move {position (1,16) -> (1, 15)}
[Client] Entity(blue_orb) move {position (13,13) -> (13, 12)}
[Client] Entity(dark_yellow_slime) attack. {attackPoint:15, position(16, 17)
[Client] Entity(druid) dead.
[Client] Entity(blue_orb) move {position (1,15) -> (1, 14)}
[Client] Entity(blue_orb) move {position (18,22) -> (17, 22)}
[Client] Entity(blue_orb) move {position (1,14) -> (2, 14)}
[Client] Entity(blue_orb) move {position (13,12) -> (12, 12)}
[Client] Entity(blue_orb) move {position (2,14) -> (2, 13)}
[Client] Entity(blue_orb) move {position (17,22) -> (18, 22)}
[Client] Entity(blue_orb) move {positi
